n,t_seconds,measured_value
2514,0.2514,4.9736
2515,0.2515,4.9924
2516,0.2516,4.9387
2517,0.2517,4.985
2518,0.2518,4.959
2519,0.2519,5.0028
2520,0.252,4.9742
2521,0.2521,4.9649
2522,0.2522,4.9843
2523,0.2523,4.9757
2524,0.2524,4.959
2525,0.2525,4.9786
2526,0.2526,4.9604
2527,0.2527,4.9413
2528,0.2528,4.9986
2529,0.2529,4.963
2530,0.253,4.9591
2531,0.2531,4.9734
2532,0.2532,4.945
2533,0.2533,4.9482
2534,0.2534,4.961
2535,0.2535,4.9608
2536,0.2536,4.9697
2537,0.2537,4.9856
2538,0.2538,4.9617
2539,0.2539,4.9762
2540,0.254,4.9779
2541,0.2541,4.9527
2542,0.2542,4.9725
2543,0.2543,4.9549
2544,0.2544,4.9851
2545,0.2545,4.976
2546,0.2546,4.9695
2547,0.2547,4.9492
2548,0.2548,4.9711
2549,0.2549,4.9579
2550,0.255,4.9801
2551,0.2551,4.9678
2552,0.2552,4.9575
2553,0.2553,4.9836
2554,0.2554,4.9806
2555,0.2555,4.9609
2556,0.2556,4.9873
2557,0.2557,4.9655
2558,0.2558,4.9654
2559,0.2559,4.9719
2560,0.256,4.9588
2561,0.2561,4.9636
2562,0.2562,4.9678
2563,0.2563,4.9933
2564,0.2564,4.9929
2565,0.2565,4.9665
2566,0.2566,4.9946
2567,0.2567,4.9699
2568,0.2568,4.9763
2569,0.2569,4.9839
2570,0.257,4.9751
2571,0.2571,5.007
2572,0.2572,4.9745
2573,0.2573,4.9529
2574,0.2574,4.9905
2575,0.2575,4.9648
2576,0.2576,4.9665
2577,0.2577,4.9262
2578,0.2578,4.9862
2579,0.2579,4.9835
2580,0.258,4.9833
2581,0.2581,4.986
2582,0.2582,4.9968
2583,0.2583,4.9708
2584,0.2584,4.9856
2585,0.2585,4.9604
2586,0.2586,4.9663
2587,0.2587,4.9875
2588,0.2588,4.9776
2589,0.2589,4.9518
2590,0.259,4.9773
2591,0.2591,4.9692
2592,0.2592,4.9597
2593,0.2593,4.9785
2594,0.2594,4.966
2595,0.2595,4.9486
2596,0.2596,4.9555
2597,0.2597,4.9988
2598,0.2598,4.9496
2599,0.2599,4.9757
2600,0.26,4.9816
2601,0.2601,4.9821
2602,0.2602,4.9541
2603,0.2603,4.9678
2604,0.2604,4.9747
2605,0.2605,4.9847
2606,0.2606,4.9631
2607,0.2607,4.9553
2608,0.2608,4.9879
2609,0.2609,4.9895
2610,0.261,4.9785
2611,0.2611,4.9639
2612,0.2612,4.9792
2613,0.2613,4.9748
2614,0.2614,4.9857
2615,0.2615,4.9545
2616,0.2616,4.975
2617,0.2617,4.971
2618,0.2618,4.9567
2619,0.2619,4.9767
2620,0.262,4.974
2621,0.2621,4.9674
2622,0.2622,4.9795
2623,0.2623,4.9524
2624,0.2624,4.9729
2625,0.2625,4.9802
2626,0.2626,4.9781
2627,0.2627,4.99
2628,0.2628,4.9559
2629,0.2629,4.9514
2630,0.263,4.9776
2631,0.2631,4.9809
2632,0.2632,5.0059
2633,0.2633,4.9834
2634,0.2634,4.9611
2635,0.2635,4.9864
2636,0.2636,4.9616
2637,0.2637,4.9521
2638,0.2638,5.0136
2639,0.2639,4.9794
2640,0.264,4.9853
2641,0.2641,4.983
2642,0.2642,5.0018
2643,0.2643,4.979
2644,0.2644,4.993
2645,0.2645,4.9594
2646,0.2646,4.954
2647,0.2647,4.9963
2648,0.2648,4.9971
2649,0.2649,4.9827
2650,0.265,4.9784
2651,0.2651,4.9776
2652,0.2652,4.9648
2653,0.2653,4.9983
2654,0.2654,4.9851
2655,0.2655,4.9829
2656,0.2656,4.981
2657,0.2657,4.9911
2658,0.2658,4.983
2659,0.2659,4.9867
2660,0.266,4.958
2661,0.2661,4.9832
2662,0.2662,5.0084
2663,0.2663,4.9679
2664,0.2664,4.9738
2665,0.2665,4.9892
2666,0.2666,4.9902
2667,0.2667,4.9852
2668,0.2668,4.9517
2669,0.2669,4.9835
2670,0.267,4.9583
2671,0.2671,4.9637
2672,0.2672,4.9843
2673,0.2673,4.9717
2674,0.2674,4.9884
2675,0.2675,5.0235
2676,0.2676,4.988
2677,0.2677,4.9872
2678,0.2678,4.963
2679,0.2679,4.9668
2680,0.268,4.9605
2681,0.2681,4.9686
2682,0.2682,4.9602
2683,0.2683,4.9667
2684,0.2684,4.9736
2685,0.2685,4.9617
2686,0.2686,4.9555
2687,0.2687,4.9564
2688,0.2688,4.9837
2689,0.2689,4.9778
2690,0.269,4.9923
2691,0.2691,4.9927
2692,0.2692,4.9719
2693,0.2693,4.9871
2694,0.2694,4.9555
2695,0.2695,5.0114
2696,0.2696,4.9952
2697,0.2697,4.9741
2698,0.2698,4.9599
2699,0.2699,4.9831
2700,0.27,4.9494
2701,0.2701,4.9658
2702,0.2702,4.9887
2703,0.2703,4.9787
2704,0.2704,4.9702
2705,0.2705,4.9919
2706,0.2706,4.9621
2707,0.2707,4.982
2708,0.2708,4.9703
2709,0.2709,4.9651
2710,0.271,4.9848
2711,0.2711,4.963
2712,0.2712,5.0065
2713,0.2713,4.9692
2714,0.2714,5.0079
2715,0.2715,4.9617
2716,0.2716,4.9872
2717,0.2717,4.9602
2718,0.2718,4.9581
2719,0.2719,4.9807
2720,0.272,4.9885
2721,0.2721,4.9592
2722,0.2722,4.9962
2723,0.2723,4.9665
2724,0.2724,4.9804
2725,0.2725,4.9842
2726,0.2726,4.9875
2727,0.2727,4.9516
2728,0.2728,5.0029
2729,0.2729,4.9871
2730,0.273,4.9723
2731,0.2731,4.9634
2732,0.2732,4.9534
2733,0.2733,4.9584
2734,0.2734,4.9871
2735,0.2735,4.9738
2736,0.2736,4.962
2737,0.2737,4.9711
2738,0.2738,5.0025
2739,0.2739,4.9742
2740,0.274,4.9704
2741,0.2741,4.9995
2742,0.2742,4.9862
2743,0.2743,4.9799
2744,0.2744,4.9702
2745,0.2745,4.9561
2746,0.2746,4.9618
2747,0.2747,4.9722
2748,0.2748,4.9762
2749,0.2749,4.9849
2750,0.275,4.9878
2751,0.2751,4.983
2752,0.2752,4.983
2753,0.2753,4.9646
2754,0.2754,4.9474
2755,0.2755,4.972
2756,0.2756,4.9655
2757,0.2757,4.9701
2758,0.2758,4.9758
2759,0.2759,4.9613
2760,0.276,4.9633
2761,0.2761,4.9785
2762,0.2762,4.9818
2763,0.2763,4.9703
2764,0.2764,4.9876
2765,0.2765,4.9769
2766,0.2766,4.9649
2767,0.2767,4.9809
2768,0.2768,5.0085
2769,0.2769,4.9702
2770,0.277,4.9979
2771,0.2771,5.0011
2772,0.2772,5.0029
2773,0.2773,4.9681
2774,0.2774,5.0108
2775,0.2775,4.9823
2776,0.2776,4.9768
2777,0.2777,4.9772
2778,0.2778,4.9897
2779,0.2779,4.9815
2780,0.278,4.9781
2781,0.2781,5.0
2782,0.2782,4.97
2783,0.2783,4.9652
2784,0.2784,4.9928
2785,0.2785,4.9915
2786,0.2786,4.9974
2787,0.2787,4.9649
2788,0.2788,4.9973
2789,0.2789,4.9883
2790,0.279,5.0076
2791,0.2791,4.9625
2792,0.2792,4.9845
2793,0.2793,4.9771
2794,0.2794,4.9574
2795,0.2795,4.9706
2796,0.2796,4.9983
2797,0.2797,4.9744
2798,0.2798,4.9706
2799,0.2799,4.9945
2800,0.28,4.9963
2801,0.2801,4.9963
2802,0.2802,4.9697
2803,0.2803,4.9808
2804,0.2804,4.9971
2805,0.2805,4.9719
2806,0.2806,4.9705
2807,0.2807,4.9942
2808,0.2808,5.0052
2809,0.2809,4.9646
2810,0.281,4.9429
2811,0.2811,4.9602
2812,0.2812,4.9668
2813,0.2813,4.9799
2814,0.2814,4.9913
2815,0.2815,4.9799
2816,0.2816,4.9716
2817,0.2817,4.9844
2818,0.2818,4.9677
2819,0.2819,4.9815
2820,0.282,4.9726
2821,0.2821,5.0225
2822,0.2822,4.9946
2823,0.2823,4.9698
2824,0.2824,4.9674
2825,0.2825,4.9758
2826,0.2826,4.9578
2827,0.2827,4.9715
2828,0.2828,4.9714
2829,0.2829,4.9958
2830,0.283,4.9762
2831,0.2831,4.9708
2832,0.2832,4.9625
2833,0.2833,4.965
2834,0.2834,4.9817
2835,0.2835,4.9795
2836,0.2836,4.9998
2837,0.2837,4.9734
2838,0.2838,4.9988
2839,0.2839,4.9868
2840,0.284,4.9829
2841,0.2841,4.9528
2842,0.2842,4.9636
2843,0.2843,4.9942
2844,0.2844,5.004
2845,0.2845,4.9862
2846,0.2846,4.9946
2847,0.2847,4.9771
2848,0.2848,4.9776
2849,0.2849,4.9733
2850,0.285,4.9979
2851,0.2851,4.9884
2852,0.2852,4.9798
2853,0.2853,4.9784
2854,0.2854,4.9918
2855,0.2855,4.9883
2856,0.2856,4.971
2857,0.2857,5.0092
2858,0.2858,4.9874
2859,0.2859,4.9837
2860,0.286,5.0058
2861,0.2861,4.999
2862,0.2862,4.9823
2863,0.2863,4.9917
2864,0.2864,4.9677
2865,0.2865,4.9742
2866,0.2866,4.9499
2867,0.2867,5.0021
2868,0.2868,4.9554
2869,0.2869,4.9941
2870,0.287,4.9715
2871,0.2871,4.9693
2872,0.2872,4.9811
2873,0.2873,4.988
2874,0.2874,4.9932
2875,0.2875,5.0107
2876,0.2876,4.9895
2877,0.2877,4.9974
2878,0.2878,4.9752
2879,0.2879,4.9949
2880,0.288,4.9865
2881,0.2881,4.9773
2882,0.2882,4.9829
2883,0.2883,4.9834
2884,0.2884,4.9872
2885,0.2885,4.9904
2886,0.2886,4.9768
2887,0.2887,4.9734
2888,0.2888,4.9957
2889,0.2889,4.9591
2890,0.289,4.9753
2891,0.2891,5.0079
2892,0.2892,4.944
2893,0.2893,4.9743
2894,0.2894,4.995
2895,0.2895,4.96
2896,0.2896,5.0237
2897,0.2897,4.9459
2898,0.2898,5.0063
2899,0.2899,5.0082
2900,0.29,4.9986
2901,0.2901,4.9816
2902,0.2902,4.9903
2903,0.2903,4.9715
2904,0.2904,4.9971
2905,0.2905,4.9682
2906,0.2906,4.9809
2907,0.2907,5.0
2908,0.2908,4.9684
2909,0.2909,4.9797
2910,0.291,4.9876
2911,0.2911,4.9651
2912,0.2912,5.0027
2913,0.2913,4.9904
2914,0.2914,4.9625
2915,0.2915,4.9846
2916,0.2916,4.9737
2917,0.2917,4.9755
2918,0.2918,4.9865
2919,0.2919,4.9748
2920,0.292,4.9999
2921,0.2921,4.9749
2922,0.2922,5.0002
2923,0.2923,4.9849
2924,0.2924,4.9984
2925,0.2925,4.9775
2926,0.2926,4.9781
2927,0.2927,4.9684
2928,0.2928,4.9944
2929,0.2929,4.9998
2930,0.293,5.0175
2931,0.2931,5.0051
2932,0.2932,4.9895
2933,0.2933,4.9827
2934,0.2934,4.9917
2935,0.2935,4.9855
2936,0.2936,5.0079
2937,0.2937,5.0001
2938,0.2938,4.9734
2939,0.2939,4.9757
2940,0.294,5.0065
2941,0.2941,4.9907
2942,0.2942,4.9826
2943,0.2943,5.0039
2944,0.2944,4.9803
2945,0.2945,4.982
2946,0.2946,4.9793
2947,0.2947,4.9568
2948,0.2948,4.9992
2949,0.2949,4.9681
2950,0.295,4.9778
2951,0.2951,4.9752
2952,0.2952,4.9973
2953,0.2953,4.9854
2954,0.2954,4.9866
2955,0.2955,4.9612
2956,0.2956,4.9852
2957,0.2957,4.9643
2958,0.2958,4.9911
2959,0.2959,4.992
2960,0.296,4.9863
2961,0.2961,5.0172
2962,0.2962,4.9945
2963,0.2963,4.9956
2964,0.2964,4.9888
2965,0.2965,4.9838
2966,0.2966,5.0012
2967,0.2967,5.0033
2968,0.2968,4.9673
2969,0.2969,5.0026
2970,0.297,4.9945
2971,0.2971,5.0013
2972,0.2972,4.9939
2973,0.2973,4.9683
2974,0.2974,4.9694
2975,0.2975,5.0143
2976,0.2976,4.9908
2977,0.2977,4.9658
2978,0.2978,4.9923
2979,0.2979,4.9816
2980,0.298,4.9594
2981,0.2981,4.9528
2982,0.2982,4.9631
2983,0.2983,4.9913
2984,0.2984,4.9865
2985,0.2985,4.9835
2986,0.2986,4.9915
2987,0.2987,4.9963
2988,0.2988,4.9558
2989,0.2989,4.9828
2990,0.299,4.9749
2991,0.2991,4.9689
2992,0.2992,4.9792
2993,0.2993,4.9856
2994,0.2994,4.9835
2995,0.2995,4.9657
2996,0.2996,4.9803
2997,0.2997,5.0178
2998,0.2998,4.9717
2999,0.2999,4.9623
3000,0.3,4.9917
3001,0.3001,4.9966
3002,0.3002,4.9946
3003,0.3003,4.9709
3004,0.3004,5.0027
3005,0.3005,4.9759
3006,0.3006,4.9707
3007,0.3007,4.9787
3008,0.3008,4.9862
3009,0.3009,4.9985
3010,0.301,4.9972
3011,0.3011,4.9875
3012,0.3012,5.0019
3013,0.3013,4.9891
3014,0.3014,5.0014
3015,0.3015,4.9669
3016,0.3016,4.9644
3017,0.3017,4.9997
3018,0.3018,4.9672
3019,0.3019,4.9835
3020,0.302,4.9866
3021,0.3021,4.9808
3022,0.3022,4.9813
3023,0.3023,5.0091
3024,0.3024,4.9502
3025,0.3025,5.0015
3026,0.3026,5.0227
3027,0.3027,4.9886
3028,0.3028,4.988
3029,0.3029,4.9992
3030,0.303,5.0158
3031,0.3031,4.9705
3032,0.3032,4.9897
3033,0.3033,4.9856
3034,0.3034,4.9968
3035,0.3035,4.9908
3036,0.3036,4.9984
3037,0.3037,4.9822
3038,0.3038,4.9892
3039,0.3039,4.9785
3040,0.304,4.9786
3041,0.3041,4.9865
3042,0.3042,4.9865
3043,0.3043,4.971
3044,0.3044,5.0122
3045,0.3045,4.9866
3046,0.3046,4.9679
3047,0.3047,5.0052
3048,0.3048,4.9775
3049,0.3049,4.9964
3050,0.305,4.9885
3051,0.3051,4.9926
3052,0.3052,4.9914
3053,0.3053,4.9802
3054,0.3054,4.9895
3055,0.3055,5.0194
3056,0.3056,4.9554
3057,0.3057,4.9899
3058,0.3058,4.9955
3059,0.3059,4.9732
3060,0.306,4.9685
3061,0.3061,5.0214
3062,0.3062,4.9835
3063,0.3063,5.0203
3064,0.3064,4.9971
3065,0.3065,4.9903
3066,0.3066,4.9963
3067,0.3067,4.9987
3068,0.3068,5.0069
3069,0.3069,4.9957
3070,0.307,4.9914
3071,0.3071,4.9919
3072,0.3072,5.0095
3073,0.3073,5.0015
3074,0.3074,4.9743
3075,0.3075,4.9798
3076,0.3076,4.9943
3077,0.3077,4.98
3078,0.3078,4.9837
3079,0.3079,4.9751
3080,0.308,4.9855
3081,0.3081,4.9958
3082,0.3082,5.0044
3083,0.3083,4.9896
3084,0.3084,5.0206
3085,0.3085,4.9884
3086,0.3086,5.0375
3087,0.3087,5.0046
3088,0.3088,4.9971
3089,0.3089,4.9821
3090,0.309,4.9473
3091,0.3091,4.9873
3092,0.3092,4.9924
3093,0.3093,5.0185
3094,0.3094,4.969
3095,0.3095,5.0183
3096,0.3096,4.986
3097,0.3097,5.0007
3098,0.3098,4.9517
3099,0.3099,4.9919
3100,0.31,4.9847
3101,0.3101,5.0001
3102,0.3102,4.9913
3103,0.3103,4.9728
3104,0.3104,5.0041
3105,0.3105,5.0004
3106,0.3106,4.9989
3107,0.3107,5.0051
3108,0.3108,5.0065
3109,0.3109,4.9897
3110,0.311,4.9697
3111,0.3111,4.9693
3112,0.3112,5.0103
3113,0.3113,5.0008
3114,0.3114,4.9917
3115,0.3115,4.9836
3116,0.3116,4.9906
3117,0.3117,4.9906
3118,0.3118,4.9852
3119,0.3119,4.9797
3120,0.312,5.0227
3121,0.3121,4.9937
3122,0.3122,4.9812
3123,0.3123,4.9708
3124,0.3124,4.9794
3125,0.3125,5.0011
3126,0.3126,5.0017
3127,0.3127,4.9871
3128,0.3128,4.9912
3129,0.3129,4.9858
3130,0.313,4.9738
3131,0.3131,5.01
3132,0.3132,4.9961
3133,0.3133,5.0276
3134,0.3134,4.9792
3135,0.3135,4.9885
3136,0.3136,5.0038
3137,0.3137,4.9869
3138,0.3138,4.9698
3139,0.3139,4.9764
3140,0.314,4.9921
3141,0.3141,4.9958
3142,0.3142,4.9893
3143,0.3143,5.0057
3144,0.3144,5.0056
3145,0.3145,4.9956
3146,0.3146,4.9911
3147,0.3147,4.987
3148,0.3148,4.999
3149,0.3149,5.0046
3150,0.315,4.9917
3151,0.3151,4.9976
3152,0.3152,4.986
3153,0.3153,4.9697
3154,0.3154,4.9759
3155,0.3155,5.0024
3156,0.3156,4.9976
3157,0.3157,5.0148
3158,0.3158,4.9918
3159,0.3159,5.004
3160,0.316,5.0108
3161,0.3161,5.0059
3162,0.3162,4.9819
3163,0.3163,4.9883
3164,0.3164,4.993
3165,0.3165,4.9763
3166,0.3166,4.9982
3167,0.3167,5.0065
3168,0.3168,4.9839
3169,0.3169,5.0207
3170,0.317,4.9868
3171,0.3171,4.9882
3172,0.3172,4.9876
3173,0.3173,4.9806
3174,0.3174,4.9975
3175,0.3175,4.9916
3176,0.3176,5.0162
3177,0.3177,5.0004
3178,0.3178,4.9994
3179,0.3179,4.988
3180,0.318,4.9701
3181,0.3181,4.99
3182,0.3182,4.9786
3183,0.3183,5.0057
3184,0.3184,4.991
3185,0.3185,5.0164
3186,0.3186,5.0025
3187,0.3187,5.004
3188,0.3188,4.995
3189,0.3189,4.9946
3190,0.319,5.0013
3191,0.3191,5.0054
3192,0.3192,4.9809
3193,0.3193,4.999
3194,0.3194,5.0309
3195,0.3195,4.9903
3196,0.3196,4.9878
3197,0.3197,4.9813
3198,0.3198,4.9699
3199,0.3199,5.0095
3200,0.32,4.9926
3201,0.3201,4.9962
3202,0.3202,5.0194
3203,0.3203,5.0294
3204,0.3204,4.9784
3205,0.3205,5.0076
3206,0.3206,5.0011
3207,0.3207,4.9978
3208,0.3208,4.999
3209,0.3209,4.9915
3210,0.321,5.0157
3211,0.3211,5.0011
3212,0.3212,4.9971
3213,0.3213,5.0106
3214,0.3214,5.0054
3215,0.3215,4.9989
3216,0.3216,4.9969
3217,0.3217,5.0183
3218,0.3218,4.9997
3219,0.3219,4.9907
3220,0.322,4.9792
3221,0.3221,4.9869
3222,0.3222,4.9763
3223,0.3223,4.9937
3224,0.3224,4.996
3225,0.3225,4.9614
3226,0.3226,4.9924
3227,0.3227,5.0019
3228,0.3228,4.9947
3229,0.3229,4.9779
3230,0.323,5.0112
3231,0.3231,4.9818
3232,0.3232,4.9738
3233,0.3233,4.9761
3234,0.3234,4.9921
3235,0.3235,5.007
3236,0.3236,5.0098
3237,0.3237,4.9955
3238,0.3238,4.9744
3239,0.3239,4.9825
3240,0.324,4.9789
3241,0.3241,4.9897
3242,0.3242,4.9658
3243,0.3243,4.9941
3244,0.3244,5.0021
3245,0.3245,4.9902
3246,0.3246,4.9993
3247,0.3247,4.9784
3248,0.3248,4.9706
3249,0.3249,4.9829
3250,0.325,5.0099
3251,0.3251,5.008
3252,0.3252,4.9857
3253,0.3253,5.0106
3254,0.3254,4.9877
3255,0.3255,5.0152
3256,0.3256,4.9998
3257,0.3257,4.9858
3258,0.3258,5.0045
3259,0.3259,4.981
3260,0.326,4.9786
3261,0.3261,4.9709
3262,0.3262,4.9965
3263,0.3263,4.9919
3264,0.3264,4.9915
3265,0.3265,4.9866
3266,0.3266,5.0143
3267,0.3267,4.9864
3268,0.3268,4.9819
3269,0.3269,5.0115
3270,0.327,5.0141
3271,0.3271,4.9979
3272,0.3272,4.9667
3273,0.3273,4.9838
3274,0.3274,5.002
3275,0.3275,4.9931
3276,0.3276,5.0162
3277,0.3277,4.9724
3278,0.3278,5.0031
3279,0.3279,4.9835
3280,0.328,5.0128
3281,0.3281,4.9918
3282,0.3282,5.0084
3283,0.3283,4.9832
3284,0.3284,4.9718
3285,0.3285,4.9763
3286,0.3286,4.9839
3287,0.3287,4.9776
3288,0.3288,5.011
3289,0.3289,5.0131
3290,0.329,4.9972
3291,0.3291,4.9776
3292,0.3292,4.9913
3293,0.3293,4.9828
3294,0.3294,5.0149
3295,0.3295,4.9979
3296,0.3296,5.0005
3297,0.3297,4.9872
3298,0.3298,4.963
3299,0.3299,4.9816
3300,0.33,4.9764
3301,0.3301,4.9988
3302,0.3302,4.9947
3303,0.3303,4.9812
3304,0.3304,4.9874
3305,0.3305,5.0168
3306,0.3306,4.9789
3307,0.3307,4.9795
3308,0.3308,4.9899
3309,0.3309,4.9828
3310,0.331,4.9869
3311,0.3311,5.0013
3312,0.3312,5.0193
3313,0.3313,4.9667
3314,0.3314,4.9931
3315,0.3315,4.994
3316,0.3316,4.9922
3317,0.3317,4.9906
3318,0.3318,4.9883
3319,0.3319,5.0085
3320,0.332,4.9865
3321,0.3321,4.9916
3322,0.3322,4.9935
3323,0.3323,4.9951
3324,0.3324,4.991
3325,0.3325,5.0085
3326,0.3326,4.9934
3327,0.3327,4.9962
3328,0.3328,4.9928
3329,0.3329,4.9785
3330,0.333,4.9811
3331,0.3331,4.9779
3332,0.3332,4.9965
3333,0.3333,4.9829
3334,0.3334,4.9777
3335,0.3335,4.9972
3336,0.3336,5.0015
3337,0.3337,4.9673
3338,0.3338,5.019
3339,0.3339,4.9942
3340,0.334,4.9921
3341,0.3341,5.0097
3342,0.3342,4.9948
3343,0.3343,4.9847
3344,0.3344,5.0267
3345,0.3345,4.9777
3346,0.3346,4.9923
3347,0.3347,5.0065
3348,0.3348,4.9778
3349,0.3349,4.9923
3350,0.335,4.9996
3351,0.3351,5.0299
3352,0.3352,4.9805
3353,0.3353,4.9932
3354,0.3354,5.0038
3355,0.3355,4.9951
3356,0.3356,4.9759
3357,0.3357,5.0001
3358,0.3358,4.9956
3359,0.3359,5.0006
3360,0.336,5.0109
3361,0.3361,5.0092
3362,0.3362,5.0001
3363,0.3363,4.9987
3364,0.3364,4.9775
3365,0.3365,4.992
3366,0.3366,4.9973
3367,0.3367,4.988
3368,0.3368,4.9955
3369,0.3369,4.9817
3370,0.337,5.0171
3371,0.3371,5.0264
3372,0.3372,4.9883
3373,0.3373,5.0001
3374,0.3374,4.9906
3375,0.3375,5.0131
3376,0.3376,5.0007
3377,0.3377,4.9953
3378,0.3378,4.9908
3379,0.3379,4.9961
3380,0.338,4.9792
3381,0.3381,5.0043
3382,0.3382,4.9835
3383,0.3383,5.0023
3384,0.3384,4.9962
3385,0.3385,5.0107
3386,0.3386,4.994
3387,0.3387,5.0096
3388,0.3388,4.9805
3389,0.3389,5.0034
3390,0.339,4.991
3391,0.3391,4.9972
3392,0.3392,4.9954
3393,0.3393,5.0084
3394,0.3394,4.9641
3395,0.3395,4.9992
3396,0.3396,4.972
3397,0.3397,5.0125
3398,0.3398,4.9648
3399,0.3399,4.9794
3400,0.34,4.9693
3401,0.3401,5.019
3402,0.3402,4.9751
3403,0.3403,4.9962
3404,0.3404,4.9864
3405,0.3405,4.9675
3406,0.3406,4.9894
3407,0.3407,5.0044
3408,0.3408,4.9918
3409,0.3409,5.0086
3410,0.341,4.9891
3411,0.3411,4.9947
3412,0.3412,4.9888
3413,0.3413,4.9997
3414,0.3414,5.0231
3415,0.3415,5.0
3416,0.3416,4.9975
3417,0.3417,4.9853
3418,0.3418,4.9833
3419,0.3419,5.0166
3420,0.342,4.978
3421,0.3421,4.981
3422,0.3422,4.9932
3423,0.3423,4.9883
3424,0.3424,5.024
3425,0.3425,4.9592
3426,0.3426,5.0001
3427,0.3427,5.0054
3428,0.3428,4.9779
3429,0.3429,4.9851
3430,0.343,5.0012
3431,0.3431,5.0192
3432,0.3432,4.981
3433,0.3433,4.9711
3434,0.3434,5.0094
3435,0.3435,5.0177
3436,0.3436,4.9898
3437,0.3437,4.9616
3438,0.3438,5.0166
3439,0.3439,4.9919
3440,0.344,5.0117
3441,0.3441,4.9942
3442,0.3442,4.9892
3443,0.3443,4.9881
3444,0.3444,5.017
3445,0.3445,5.0164
3446,0.3446,4.9629
3447,0.3447,4.9809
3448,0.3448,5.0216
3449,0.3449,4.9894
3450,0.345,4.9746
3451,0.3451,4.995
3452,0.3452,4.9934
3453,0.3453,4.9935
3454,0.3454,4.9878
3455,0.3455,4.9904
3456,0.3456,4.9882
3457,0.3457,5.0
3458,0.3458,4.9828
3459,0.3459,4.9907
3460,0.346,4.9929
3461,0.3461,5.0147
3462,0.3462,5.0007
3463,0.3463,4.9934
3464,0.3464,5.0031
3465,0.3465,5.0012
3466,0.3466,5.0114
3467,0.3467,5.0027
3468,0.3468,5.022
3469,0.3469,5.0153
3470,0.347,4.9945
3471,0.3471,4.989
3472,0.3472,5.0084
3473,0.3473,5.0029
3474,0.3474,4.9938
3475,0.3475,4.9731
3476,0.3476,4.9677
3477,0.3477,5.0004
3478,0.3478,5.0068
3479,0.3479,5.0073
3480,0.348,4.9759
3481,0.3481,5.0108
3482,0.3482,4.9873
3483,0.3483,5.0011
3484,0.3484,5.0015
3485,0.3485,4.9833
3486,0.3486,4.9864
3487,0.3487,4.9642
3488,0.3488,4.9816
3489,0.3489,4.9683
3490,0.349,5.0019
3491,0.3491,4.9963
3492,0.3492,5.0091
3493,0.3493,5.0007
3494,0.3494,4.9859
3495,0.3495,5.0006
3496,0.3496,4.9895
3497,0.3497,5.0045
3498,0.3498,5.0002
3499,0.3499,4.9806
3500,0.35,4.9955
3501,0.3501,4.9963
3502,0.3502,4.9908
3503,0.3503,5.0089
3504,0.3504,5.0212
3505,0.3505,4.99
3506,0.3506,4.9902
3507,0.3507,4.9618
3508,0.3508,4.9936
3509,0.3509,4.989
3510,0.351,4.9631
3511,0.3511,4.9999
3512,0.3512,5.0044
3513,0.3513,4.9845
3514,0.3514,4.99
3515,0.3515,4.9811
3516,0.3516,5.007
3517,0.3517,4.9728
3518,0.3518,4.9909
3519,0.3519,5.0249
3520,0.352,4.9964
3521,0.3521,5.0026
3522,0.3522,4.9934
3523,0.3523,4.978
3524,0.3524,4.9952
3525,0.3525,5.0018
3526,0.3526,4.9803
3527,0.3527,5.0008
3528,0.3528,5.0144
3529,0.3529,5.0117
3530,0.353,4.972
3531,0.3531,4.9811
3532,0.3532,4.9715
3533,0.3533,5.0118
3534,0.3534,5.0049
3535,0.3535,5.0063
3536,0.3536,4.9826
3537,0.3537,4.9783
3538,0.3538,4.9969
3539,0.3539,4.9973
3540,0.354,4.983
3541,0.3541,4.9979
3542,0.3542,5.0055
3543,0.3543,4.9992
3544,0.3544,4.9802
3545,0.3545,4.9641
3546,0.3546,4.992
3547,0.3547,4.9983
3548,0.3548,4.992
3549,0.3549,4.9894
3550,0.355,4.9855
3551,0.3551,5.0066
3552,0.3552,4.9951
3553,0.3553,4.9977
3554,0.3554,4.9813
3555,0.3555,4.9866
3556,0.3556,4.9984
3557,0.3557,4.9809
3558,0.3558,4.9771
3559,0.3559,4.991
3560,0.356,5.014
3561,0.3561,4.9988
3562,0.3562,5.0179
3563,0.3563,4.994
3564,0.3564,4.9913
3565,0.3565,4.9751
3566,0.3566,4.9874
3567,0.3567,5.0175
3568,0.3568,5.0009
3569,0.3569,5.007
3570,0.357,5.0066
3571,0.3571,4.9959
3572,0.3572,4.993
3573,0.3573,4.9978
3574,0.3574,5.0061
3575,0.3575,5.0029
3576,0.3576,5.0035
3577,0.3577,4.9984
3578,0.3578,4.9846
3579,0.3579,4.9922
3580,0.358,4.982
3581,0.3581,5.0112
3582,0.3582,4.9646
3583,0.3583,4.9929
3584,0.3584,5.032
3585,0.3585,4.991
3586,0.3586,4.9791
3587,0.3587,4.9959
3588,0.3588,5.0155
3589,0.3589,4.9938
3590,0.359,5.0054
3591,0.3591,4.9977
3592,0.3592,4.9906
3593,0.3593,5.0435
3594,0.3594,4.9973
3595,0.3595,4.9882
3596,0.3596,4.9889
3597,0.3597,5.002
3598,0.3598,5.0024
3599,0.3599,5.0078
3600,0.36,4.9984
3601,0.3601,4.9748
3602,0.3602,5.0043
3603,0.3603,4.9917
3604,0.3604,4.992
3605,0.3605,4.9741
